player_name,tournaments,batting_runs,batting_balls,batting_innings,batting_average,batting_strike_rate,batting_fours,batting_sixes,bowling_wickets,bowling_runs,bowling_overs,bowling_economy,catches,stumpings,run_outs
T Mupariwa,odis,87,199,21,5.12,43.72,7,2,36,1162,227.7,5.1,0,0,0
RR Patel,"it20s,odis",686,522,25,32.67,131.42,55,34,6,144,24.0,6.0,0,0,0
HNK Jensen,odis,284,378,25,12.35,75.13,32,1,26,881,178.8,4.93,0,0,0
GW Flower,odis,623,937,21,34.61,66.49,54,2,9,451,100.8,4.47,0,0,0
KAR Hodge,"cpl,tests,odis",639,1199,31,20.61,53.29,82,3,8,430,69.0,6.23,0,0,0
WJ Weighell,ntb,239,174,26,14.06,137.36,11,17,28,1065,116.5,9.14,0,0,0
JD Shantry,ntb,59,56,12,7.38,105.36,3,3,37,1365,156.0,8.75,0,0,0
TL Suman,ipl,676,573,39,21.12,117.98,55,26,6,195,25.0,7.8,0,0,0
Ali Naseer,odis,396,390,17,26.4,101.54,34,18,20,644,114.3,5.63,0,0,0
MS Bisla,ipl,794,700,39,20.89,113.43,92,23,0,0,0.0,0.0,0,0,0
JM Davison,odis,434,375,16,31.0,115.73,49,15,18,499,103.0,4.84,0,0,0
Shashank Singh,ipl,773,490,33,40.68,157.76,56,43,1,51,5.0,10.2,0,0,0
J Yadav,"ipl,tests,odis",291,618,15,22.38,47.09,32,2,25,948,216.5,4.38,0,0,0
A Steyn,"tests,odis",791,1256,33,25.52,62.98,83,1,0,0,0.0,0.0,0,0,0
PM Nevill,"bbl,tests",789,1465,54,18.35,53.86,79,3,0,0,0.0,0.0,0,0,0
GA Elwiss,"tests,odis",389,824,22,24.31,47.21,38,0,20,599,165.8,3.61,0,0,0
M Markande,ipl,48,42,10,16.0,114.29,5,1,37,1062,120.0,8.85,0,0,0
CG Benjamin,ntb,788,549,45,21.89,143.53,69,32,0,0,0.0,0.0,0,0,0
BM Tickner,"ntb,tests,odis",47,106,10,15.67,44.34,5,0,37,1318,241.7,5.45,0,0,0
PJ Sangwan,ipl,26,44,14,3.25,59.09,1,0,38,1202,142.7,8.43,0,0,0
Hamza Tahir,odis,26,78,8,4.33,33.33,2,0,38,999,234.3,4.26,0,0,0
P Awana,ipl,5,14,5,2.5,35.71,0,0,39,1007,124.5,8.09,0,0,0
PBB Rajapaksa,"ipl,cpl,psl,odis",784,570,36,23.76,137.54,73,39,0,0,0.0,0.0,0,0,0
K Sinclair,"cpl,tests,odis",204,423,20,11.33,48.23,21,1,29,852,188.7,4.52,0,0,0
TR Ambrose,"ntb,tests,odis",783,1304,44,21.75,60.05,87,6,0,0,0.0,0.0,0,0,0
SO Ngoche,"it20s,odis",163,130,16,20.38,125.38,8,11,31,581,103.0,5.64,0,0,0
TD Groenewald,ntb,99,81,19,8.25,122.22,11,4,34,1099,128.3,8.56,0,0,0
MD Dai,"it20s,odis",438,487,19,27.38,89.94,40,8,17,552,113.0,4.88,0,0,0
PM Seelaar,"it20s,odis",218,367,22,10.9,59.4,20,3,28,1083,225.8,4.8,0,0,0
RAJ Smith,ntb,97,93,22,7.46,104.3,7,5,34,1046,121.7,8.6,0,0,0
FK Cowdrey,ntb,397,329,26,15.88,120.67,41,5,19,550,66.8,8.23,0,0,0
SC Selman,odis,135,304,24,8.44,44.41,5,0,32,1055,267.3,3.95,0,0,0
VJ Kingma,odis,15,48,10,2.14,31.25,0,1,38,987,201.3,4.9,0,0,0
IJ Harvey,odis,255,281,17,18.21,90.75,30,2,26,698,152.2,4.59,0,0,0
KM Dabengwa,"tests,odis",434,724,27,19.73,59.94,31,8,17,843,180.7,4.67,0,0,0
LC Sthalekar,"tests,odis",414,980,17,29.57,42.24,39,0,18,563,245.3,2.29,0,0,0
BMSM Kumari,odis,173,347,25,9.61,49.86,19,0,30,1317,255.2,5.16,0,0,0
L Louwrens,"it20s,odis",772,1039,29,27.57,74.3,88,10,0,0,0.0,0.0,0,0,0
MA Butcher,tests,772,1595,21,40.63,48.4,111,0,0,83,18.0,4.61,0,0,0
J Brown,bbl,771,523,31,24.87,147.42,67,52,0,0,0.0,0.0,0,0,0
Sadia Yousuf,"it20s,odis",10,95,13,1.25,10.53,1,0,38,947,222.0,4.27,0,0,0
Aamer Yamin,"psl,odis",248,211,19,17.71,117.54,16,16,26,949,119.3,7.95,0,0,0
AGS Gous,"cpl,psl,odis",767,741,28,33.35,103.51,69,29,0,0,0.0,0.0,0,0,0
Salma Khatun,"it20s,odis",247,482,23,13.0,51.24,17,0,26,673,176.0,3.82,0,0,0
JWM Dalrymple,odis,483,670,26,19.32,72.09,31,3,14,653,140.0,4.66,0,0,0
Umar Amin,"psl,tests,odis",702,896,42,18.97,78.35,77,6,3,85,29.0,2.93,0,0,0
YH Bhatia,"tests,odis",762,1070,32,23.81,71.21,92,3,0,0,0.0,0.0,0,0,0
RO Gordon,ntb,39,28,7,7.8,139.29,1,3,36,725,89.0,8.15,0,0,0
Khaled Ahmed,"tests,odis",56,181,31,2.67,30.94,6,3,35,1615,445.3,3.63,0,0,0
MG Bevan,odis,754,1131,25,41.89,66.67,49,6,0,0,0.0,0.0,0,0,0
M Shahrukh Khan,ipl,732,490,48,21.53,149.39,46,50,1,29,3.0,9.67,0,0,0
MGK Burgess,ntb,752,625,52,18.34,120.32,59,24,0,0,0.0,0.0,0,0,0
BJ Bennett,"tests,odis",730,900,23,31.74,81.11,106,6,1,227,50.0,4.54,0,0,0
LW James,ntb,528,457,36,17.03,115.54,50,12,11,400,41.5,9.64,0,0,0
LA Pomersbach,"ipl,bbl",747,595,32,28.73,125.55,77,25,0,0,0.0,0.0,0,0,0
SA Patterson,ntb,4,11,4,1.33,36.36,0,0,37,961,120.2,8.0,0,0,0
R Dhawan,"ipl,odis",222,200,24,18.5,111.0,19,7,26,1034,135.3,7.64,0,0,0
RML Taylor,"ntb,it20s,odis",222,221,25,13.06,100.45,12,7,26,1025,146.0,7.02,0,0,0
M Mupachikwa,"it20s,odis",742,1214,34,23.19,61.12,72,1,0,0,0.0,0.0,0,0,0
GT Main,odis,82,87,3,82.0,94.25,7,1,33,578,111.3,5.19,0,0,0
L Tshuma,"it20s,odis",261,416,23,12.43,62.74,32,0,24,615,141.8,4.34,0,0,0
MW Pillans,ntb,120,117,16,15.0,102.56,11,2,31,944,105.3,8.96,0,0,0
ZGF Foulkes,"ntb,tests,odis",60,69,11,15.0,86.96,6,1,34,653,111.2,5.87,0,0,0
DD Ebrahim,"tests,odis",740,1495,42,18.97,49.5,63,0,0,5,0.3,15.0,0,0,0
CA Rose,bbl,179,131,20,14.92,136.64,14,7,28,1312,157.8,8.31,0,0,0
AD Thomason,ntb,319,252,25,17.72,126.59,16,14,21,602,58.0,10.38,0,0,0
A Sharma,"tests,odis",639,872,31,22.03,73.28,80,9,5,232,68.0,3.41,0,0,0
JDM Evison,ntb,317,257,22,22.64,123.35,24,10,21,621,73.7,8.43,0,0,0
Abu Jayed,"tests,odis",36,157,22,2.57,22.93,4,0,35,1233,345.3,3.57,0,0,0
M Ashwin,ipl,35,50,12,3.89,70.0,2,1,35,1150,145.0,7.93,0,0,0
TGR Clark,ntb,732,536,34,24.4,136.57,84,22,0,4,0.2,24.0,0,0,0
KDU Prabodhani,"it20s,odis",151,430,30,7.19,35.12,17,0,29,1259,279.0,4.51,0,0,0
EL Lamb,"tests,odis",671,825,25,26.84,81.33,85,0,3,121,23.0,5.26,0,0,0
VG Arora,ipl,9,24,9,2.25,37.5,0,0,36,960,106.3,9.03,0,0,0
SJ Thakor,ntb,208,161,21,12.24,129.19,19,6,26,656,80.5,8.15,0,0,0
RR Beaton,"cpl,odis",47,81,6,15.67,58.02,5,1,34,1204,150.8,7.98,0,0,0
SR Waugh,tests,687,1105,13,68.7,62.17,98,2,2,129,47.0,2.74,0,0,0
Shabbir Ahmed,"tests,odis",46,102,11,6.57,45.1,6,0,34,858,266.2,3.22,0,0,0
AR Caddick,"tests,odis",106,220,14,15.14,48.18,6,2,31,749,190.0,3.94,0,0,0
SK Patel,"cpl,odis",723,923,24,32.86,78.33,72,8,0,0,0.0,0.0,0,0,0
LE Kaushalya,"it20s,odis",463,610,29,18.52,75.9,45,10,13,469,100.7,4.66,0,0,0
S Dhaniram,"it20s,odis",281,307,12,23.42,91.53,23,4,22,430,95.5,4.5,0,0,0
BA Williams,"tests,odis",21,35,5,7.0,60.0,0,0,35,720,197.5,3.65,0,0,0
Usman Qadir,"bbl,cpl,psl,odis",60,66,13,10.0,90.91,3,2,33,1069,126.0,8.48,0,0,0
NR Kirton,"cpl,odis",639,829,27,27.78,77.08,43,17,4,105,22.0,4.77,0,0,0
N Wadhera,ipl,718,500,31,26.59,143.6,60,39,0,22,2.8,7.76,0,0,0
NJ Reardon,bbl,717,574,35,23.9,124.91,45,32,0,28,2.0,14.0,0,0,0
AT Thomson,ntb,197,150,21,16.42,131.33,13,8,26,985,113.0,8.72,0,0,0
HR Huddleston,odis,57,125,13,7.12,45.6,6,0,33,761,181.5,4.19,0,0,0
CF Hughes,ntb,616,493,34,19.25,124.95,62,20,5,244,26.0,9.38,0,0,0
A Bagai,"it20s,odis",715,1087,29,27.5,65.78,69,2,0,0,0.0,0.0,0,0,0
GP Smith,ntb,714,578,28,28.56,123.53,74,13,0,0,0.0,0.0,0,0,0
Al-Amin Hossain,"tests,odis",94,147,17,15.67,63.95,11,5,31,1158,279.8,4.14,0,0,0
KM Beams,"tests,odis",53,142,7,13.25,37.32,3,0,33,764,203.5,3.75,0,0,0
Khurram Khan,"it20s,odis",492,508,19,30.75,96.85,48,7,11,352,55.0,6.4,0,0,0
JP McIlroy,ntb,11,18,9,2.75,61.11,1,0,35,985,105.3,9.35,0,0,0
A Dercksen,"tests,odis",511,630,21,25.55,81.11,51,11,10,418,73.5,5.69,0,0,0
J Mubarak,"tests,odis",711,1215,40,20.31,58.52,64,6,0,70,13.7,5.12,0,0,0
HS Baidwan,"it20s,odis",130,193,17,10.83,67.36,12,0,29,840,153.5,5.47,0,0,0
P Siaka,"it20s,odis",387,492,19,24.19,78.66,39,0,16,221,73.8,2.99,0,0,0
LR Shukla,ipl,405,350,33,15.0,115.71,33,16,15,438,52.3,8.37,0,0,0
MW Harvey,bbl,704,598,41,20.11,117.73,62,18,0,0,0.0,0.0,0,0,0
ARS Silva,tests,702,1709,23,35.1,41.08,59,3,0,0,0.0,0.0,0,0,0
KD Petersen,tests,701,1464,25,28.04,47.88,86,0,0,0,0.0,0.0,0,0,0
J Hull,"ntb,tests",40,45,8,10.0,88.89,3,2,33,819,103.8,7.89,0,0,0
CJ Gannon,bbl,77,79,10,12.83,97.47,7,1,31,753,85.0,8.86,0,0,0
SG Budinger,ntb,656,441,36,18.74,148.75,75,27,2,20,4.0,5.0,0,0,0
Zahid Mahmood,"psl,tests,odis",55,163,15,6.11,33.74,3,2,32,1182,168.3,7.02,0,0,0
Kycia A Knight,odis,694,1298,44,16.14,53.47,77,2,0,0,0.0,0.0,0,0,0
KNM Fernando,"tests,odis",693,1177,23,30.13,58.88,80,6,0,0,0.0,0.0,0,0,0
AC Blizzard,"ipl,bbl",692,540,32,25.63,128.15,72,17,0,0,0.0,0.0,0,0,0
JJ Krejza,"bbl,tests,odis",92,180,9,13.14,51.11,8,0,30,1121,223.7,5.01,0,0,0
NA Saini,"ipl,tests,odis",131,161,12,21.83,81.37,13,3,28,1409,205.5,6.86,0,0,0
Shayan Jahangir,odis,691,759,27,30.04,91.04,74,10,0,0,0.0,0.0,0,0,0
K Gowtham,"ipl,odis",249,150,28,13.11,166.0,15,17,22,859,106.0,8.1,0,0,0
S van Zyl,"ntb,tests",565,881,24,25.68,64.13,78,6,6,150,67.2,2.23,0,0,0
TS Sekhukhune,"tests,odis",85,325,14,14.17,26.15,9,0,30,1228,271.3,4.53,0,0,0
IJR Zwilling,odis,144,334,13,11.08,43.11,11,0,27,396,117.2,3.38,0,0,0
SW Ambris,"cpl,tests,odis",683,908,30,25.3,75.22,75,4,0,0,0.0,0.0,0,0,0
AW Finch,ntb,61,64,13,8.71,95.31,5,3,31,1005,111.3,9.03,0,0,0
JLB Davies,ntb,681,555,40,19.46,122.7,58,20,0,0,0.0,0.0,0,0,0
Irfan Ahmed,"it20s,odis",481,385,18,26.72,124.94,38,24,10,384,59.2,6.49,0,0,0
Babar Hayat,"it20s,odis",680,873,25,30.91,77.89,55,20,0,9,1.0,9.0,0,0,0
Imran Khan (2),"psl,tests",19,54,11,2.71,35.19,3,0,33,1020,283.3,3.6,0,0,0
GI Hume,"tests,odis",99,233,14,11.0,42.49,10,2,29,996,193.7,5.14,0,0,0
AJ Nair,bbl,238,199,21,19.83,119.6,14,7,22,590,77.0,7.66,0,0,0
JA Brooks,ntb,18,23,4,9.0,78.26,1,0,33,934,110.7,8.44,0,0,0
ASS Nijjar,ntb,97,84,18,8.82,115.48,8,3,29,1034,123.5,8.37,0,0,0
Anshuman Rath,"it20s,odis",437,573,14,33.62,76.27,38,4,12,127,47.0,2.7,0,0,0
K Ndlovu,odis,297,490,16,18.56,60.61,34,0,19,315,93.0,3.39,0,0,0
HK Bennett,"tests,odis",14,64,6,4.67,21.88,0,0,33,833,163.7,5.09,0,0,0
AJ Stewart,"tests,odis",674,1093,20,37.44,61.67,76,1,0,0,0.0,0.0,0,0,0
SJ Baard,"it20s,odis",673,834,29,24.93,80.7,63,17,0,0,0.0,0.0,0,0,0
RL Powell,"tests,odis",592,645,31,23.68,91.78,63,14,4,214,38.0,5.63,0,0,0
JM Blatherwick,ntb,150,93,15,15.0,161.29,6,12,26,654,70.2,9.32,0,0,0
DA Cosker,ntb,30,35,8,15.0,85.71,1,0,32,977,123.2,7.93,0,0,0
CK Coventry,"tests,odis",670,754,26,26.8,88.86,52,26,0,0,0.0,0.0,0,0,0
Q Joseph,odis,410,513,20,20.5,79.92,53,10,13,378,78.7,4.81,0,0,0
TMK Mawoyo,"tests,odis",669,1816,29,23.89,36.84,80,0,0,0,0.0,0.0,0,0,0
PA de Silva,odis,389,469,13,29.92,82.94,34,7,14,480,94.2,5.1,0,0,0
GH Roderick,ntb,668,510,41,20.88,130.98,58,20,0,0,0.0,0.0,0,0,0
Tanwir Afzal,"it20s,odis",268,255,22,14.11,105.1,20,14,20,644,129.0,4.99,0,0,0
Fazalhaq Farooqi,"ipl,bbl,cpl,psl,ntb",26,35,11,8.67,74.29,2,1,32,975,115.3,8.45,0,0,0
Nain Abidi,"it20s,odis",663,1066,31,22.86,62.2,67,1,0,0,0.0,0.0,0,0,0
RMVD Gunaratne,odis,662,958,30,22.83,69.1,81,4,0,0,0.0,0.0,0,0,0
CAJ Morris,ntb,21,24,8,10.5,87.5,1,0,32,912,97.0,9.4,0,0,0
Abishek Porel,ipl,660,440,29,25.38,150.0,65,27,0,0,0.0,0.0,0,0,0
AJ Ireland,"ntb,odis",19,70,9,2.38,27.14,1,1,32,868,140.7,6.17,0,0,0
IMHC Joyce,"it20s,odis",299,401,11,37.38,74.56,37,0,18,299,78.7,3.8,0,0,0
Jaker Ali,"tests,odis",659,1005,19,36.61,65.57,58,17,0,0,0.0,0.0,0,0,0
R Sai Kishore,ipl,18,16,4,4.5,112.5,0,2,32,643,73.5,8.75,0,0,0
AR Adams,odis,158,147,12,14.36,107.48,11,9,25,689,134.5,5.12,0,0,0
HN Ya France,"it20s,odis",417,405,24,27.8,102.96,47,12,12,561,123.2,4.55,0,0,0
MADD Surangika,"it20s,odis",657,1212,36,21.9,54.21,59,1,0,0,0.0,0.0,0,0,0
L Winfield,"tests,odis",657,1137,33,21.9,57.78,82,5,0,0,0.0,0.0,0,0,0
RH Priest,odis,657,787,28,23.46,83.48,96,4,0,0,0.0,0.0,0,0,0
TJ Wells,ntb,595,470,44,18.59,126.6,28,31,3,224,22.7,9.88,0,0,0
Jahanara Alam,"it20s,odis",95,234,22,5.94,40.6,10,0,28,929,200.7,4.63,0,0,0
PW Borren,"it20s,odis",493,524,23,25.95,94.08,44,13,8,527,97.0,5.43,0,0,0
Adnan Akmal,"tests,odis",653,1429,33,24.19,45.7,76,0,0,0,0.0,0.0,0,0,0
J Srinath,"tests,odis",33,86,9,5.5,38.37,4,0,31,620,170.5,3.64,0,0,0
Nurul Hasan,"tests,odis",652,907,29,27.17,71.89,75,10,0,0,0.0,0.0,0,0,0
Shivam Mavi,ipl,51,56,11,5.67,91.07,4,2,30,906,108.2,8.38,0,0,0
Usman Tariq,"cpl,psl",11,13,5,11.0,84.62,2,0,32,565,77.7,7.27,0,0,0
S Jimmy,"it20s,odis",211,312,14,15.07,67.63,24,0,22,322,92.3,3.49,0,0,0
LA Patterson-White,ntb,210,160,16,16.15,131.25,16,8,22,478,60.3,7.92,0,0,0
CJ Haggett,ntb,109,87,11,27.25,125.29,8,2,27,821,90.0,9.12,0,0,0
Rizwan Cheema,"it20s,odis",409,334,25,17.78,122.46,33,24,12,502,90.8,5.53,0,0,0
Hassan Khan,"bbl,cpl,psl",228,201,27,12.0,113.43,13,8,21,788,102.0,7.73,0,0,0
GJ Delany,"ntb,odis",408,357,24,19.43,114.29,40,15,12,519,75.0,6.92,0,0,0
TE Bailey,ntb,27,29,8,4.5,93.1,0,1,31,784,88.0,8.91,0,0,0
LM Benkenstein,ntb,346,237,20,21.62,145.99,32,16,15,410,44.7,9.18,0,0,0
JHK Adams,ntb,645,461,31,22.24,139.91,65,21,0,0,0.0,0.0,0,0,0
CD Barnwell,cpl,504,419,42,16.26,120.29,25,28,7,271,27.0,10.04,0,0,0
SM Whiteman,bbl,643,553,43,15.31,116.27,59,17,0,0,0.0,0.0,0,0,0
CS Mugeri-Tiripano,"it20s,odis",643,791,21,33.84,81.29,82,0,0,0,0.0,0.0,0,0,0
Nazmul Hossain,"tests,odis",23,89,11,4.6,25.84,0,1,31,1021,213.3,4.79,0,0,0
TG McIntosh,tests,642,1846,29,22.93,34.78,68,6,0,0,0.0,0.0,0,0,0
CAH Stevenson,"bbl,odis",141,211,16,10.85,66.82,12,1,25,695,122.5,5.67,0,0,0
A Ashish Reddy,ipl,280,193,23,18.67,145.08,16,15,18,388,43.7,8.89,0,0,0
PC Valthaty,ipl,499,414,23,22.68,120.53,60,20,7,201,25.2,7.99,0,0,0
Robiul Islam,"tests,odis",99,203,18,9.0,48.77,13,3,27,1070,332.2,3.22,0,0,0
PV Tambe,"ipl,cpl",18,38,6,9.0,47.37,1,0,31,883,119.0,7.42,0,0,0
Mushfiqur Rahman,"tests,odis",358,873,22,18.84,41.01,36,0,14,831,189.7,4.38,0,0,0
PM Weerakkody,odis,638,1141,37,17.72,55.92,64,0,0,0,0.0,0.0,0,0,0
EJ Villani,"tests,odis",515,709,28,19.07,72.64,69,6,6,196,35.0,5.6,0,0,0
DT Hondo,odis,35,105,14,4.38,33.33,4,0,30,1113,222.7,5.0,0,0,0
WT Root,ntb,633,565,39,21.1,112.04,48,15,0,37,3.0,12.33,0,0,0
M Pretorius,"cpl,ntb",72,57,14,9.0,126.32,5,5,28,757,82.8,9.14,0,0,0
JKH Naik,ntb,52,56,8,17.33,92.86,2,1,29,716,102.0,7.02,0,0,0
GB Brent,odis,192,298,18,17.45,64.43,13,3,22,842,183.8,4.58,0,0,0
NS Dhaliwal,"it20s,odis",611,918,24,30.55,66.56,52,13,1,42,4.0,10.5,0,0,0
MP Dunn,ntb,10,12,4,3.33,83.33,1,0,31,641,71.3,8.99,0,0,0
MA Ouma,"it20s,odis",630,978,32,23.33,64.42,58,7,0,0,0.0,0.0,0,0,0
HRC Came,ntb,629,486,29,22.46,129.42,63,17,0,0,0.0,0.0,0,0,0
SC Cook,tests,629,1397,19,33.11,45.03,68,0,0,16,2.0,8.0,0,0,0
SS Pathirana,odis,328,382,14,25.23,85.86,32,5,15,707,127.5,5.55,0,0,0
PL Mommsen,"it20s,odis",627,792,20,41.8,79.17,51,4,0,0,0.0,0.0,0,0,0
TR Birt,"ipl,bbl",625,447,28,24.04,139.82,54,28,0,0,0.0,0.0,0,0,0
Gurkeerat Singh,"ipl,odis",524,435,34,20.15,120.46,57,11,5,162,23.0,7.04,0,0,0
AB Kaur,odis,244,314,16,22.18,77.71,22,1,19,601,104.7,5.74,0,0,0
M Levitt,odis,443,527,17,26.06,84.06,53,14,9,348,75.0,4.64,0,0,0
JH Wharton,ntb,622,449,28,23.04,138.53,67,21,0,0,0.0,0.0,0,0,0
Nahid Rana,"tests,odis",21,97,17,3.0,21.65,4,0,30,1255,269.7,4.65,0,0,0
P Jayawickrama,"tests,odis",19,44,9,9.5,43.18,2,0,30,824,253.0,3.26,0,0,0
EP Gulbis,bbl,378,297,28,18.0,127.27,35,10,12,489,57.3,8.53,0,0,0
K Noema-Barnett,ntb,378,258,29,18.0,146.51,23,26,12,559,62.3,8.97,0,0,0
KT Perkins,odis,618,818,28,23.77,75.55,46,7,0,0,0.0,0.0,0,0,0
SJ Coyte,"tests,odis",157,243,10,17.44,64.61,18,1,23,622,198.2,3.14,0,0,0
J Broad,ntb,495,347,21,29.12,142.65,53,12,6,167,19.0,8.79,0,0,0
GJ Muchall,ntb,614,511,30,38.38,120.16,38,9,0,0,0.0,0.0,0,0,0
B Mavuta,"tests,odis",174,313,17,11.6,55.59,21,2,22,862,197.0,4.38,0,0,0
HT Crocombe,ntb,31,29,12,10.33,106.9,2,1,29,691,72.0,9.6,0,0,0
ME Bouchier,"tests,odis",611,637,19,35.94,95.92,96,7,0,0,0.0,0.0,0,0,0
K Gore,"cpl,odis",390,418,22,21.67,93.3,32,9,11,301,73.0,4.12,0,0,0
CJ Liddle,ntb,9,11,5,3.0,81.82,1,0,30,908,106.0,8.57,0,0,0
BMJ Allison,ntb,49,53,11,8.17,92.45,2,2,28,735,73.7,9.98,0,0,0
CB Wishart,"tests,odis",609,980,24,25.38,62.14,73,7,0,0,0.0,0.0,0,0,0
Anam Amin,odis,28,105,11,4.67,26.67,1,0,29,696,185.7,3.75,0,0,0
Afif Hossain,odis,548,607,24,26.1,90.28,52,9,3,108,17.5,6.17,0,0,0
S Laomi,"it20s,odis",87,163,14,6.69,53.37,5,0,26,393,100.0,3.93,0,0,0
SR Thompson,"it20s,tests,odis",246,361,16,17.57,68.14,24,3,18,491,110.5,4.44,0,0,0
LA Procter,ntb,245,202,23,17.5,121.29,23,2,18,601,66.5,9.04,0,0,0
NN Gilchrist,ntb,25,33,8,4.17,75.76,0,2,29,577,56.3,10.24,0,0,0
JP Kotze,"it20s,odis",605,795,38,17.79,76.1,54,15,0,0,0.0,0.0,0,0,0
T Chanderpaul,tests,604,1556,23,28.76,38.82,56,6,0,0,0.0,0.0,0,0,0
C Sutthiruang,"it20s,odis",243,351,22,12.79,69.23,26,1,18,448,103.8,4.31,0,0,0
PHT Kaushal,"tests,odis",103,243,13,9.36,42.39,16,0,25,1121,282.5,3.97,0,0,0
JJ Tucker,"it20s,odis",402,475,19,22.33,84.63,39,10,10,491,81.2,6.05,0,0,0
Kashif Daud,odis,282,310,16,28.2,90.97,19,13,16,476,110.5,4.31,0,0,0
Amjad Javed,"it20s,odis",321,326,19,20.06,98.47,34,13,14,651,111.0,5.86,0,0,0
AM Phangiso,odis,81,162,12,7.36,50.0,5,0,26,819,180.8,4.53,0,0,0
CMW Read,"ntb,tests,odis",600,893,44,19.35,67.19,55,9,0,0,0.0,0.0,0,0,0
Manjural Islam Rana,"tests,odis",340,625,15,28.33,54.4,33,0,13,462,111.7,4.14,0,0,0
Mohammad Ilyas,psl,38,44,11,6.33,86.36,2,0,28,706,76.3,9.25,0,0,0
Akif Javed,"psl,odis",17,25,7,5.67,68.0,3,0,29,690,88.5,7.8,0,0,0
AJ McKay,"tests,odis",37,102,11,9.25,36.27,3,0,28,887,185.3,4.79,0,0,0
Kyshona A Knight,odis,597,1198,35,19.9,49.83,62,3,0,30,4.0,7.5,0,0,0
B Regmi,"it20s,odis",35,46,6,8.75,76.09,4,1,28,318,65.2,4.88,0,0,0
Farhad Reza,odis,315,497,25,15.0,63.38,34,6,14,764,134.8,5.67,0,0,0
Shamsur Rahman,"it20s,tests,odis",592,998,22,26.91,59.32,64,13,0,18,2.0,9.0,0,0,0
Mohammad Ali,"psl,tests,odis",10,88,13,1.43,11.36,1,0,29,957,170.0,5.63,0,0,0
TF Rogers,bbl,589,490,34,19.0,120.2,66,12,0,0,0.0,0.0,0,0,0
K Lewis,cpl,589,456,31,19.0,129.17,44,41,0,0,0.0,0.0,0,0,0
M Zondeki,"tests,odis",69,169,6,13.8,40.83,10,0,26,695,165.0,4.21,0,0,0
Mohsin Khan,"ipl,it20s",48,59,8,8.0,81.36,5,1,27,672,81.0,8.3,0,0,0
MN van Wyk,"ipl,psl,odis",588,753,22,29.4,78.09,66,5,0,0,0.0,0.0,0,0,0
A Mithun,"ipl,tests,odis",205,326,14,15.77,62.88,22,5,19,1094,198.0,5.53,0,0,0
LC Hatcher,bbl,45,42,8,9.0,107.14,2,3,27,670,81.8,8.19,0,0,0
MC Sorensen,"it20s,odis",123,151,8,17.57,81.46,11,3,23,532,91.5,5.81,0,0,0
HL Colvin,"tests,odis",83,265,8,20.75,31.32,9,0,25,591,172.5,3.43,0,0,0
Marufa Akter,odis,63,101,19,9.0,62.38,6,0,26,809,176.2,4.59,0,0,0
HZ Finch,ntb,582,482,32,23.28,120.75,54,13,0,0,0.0,0.0,0,0,0
VM Nyauchi,"tests,odis",120,249,18,8.57,48.19,15,1,23,1100,301.3,3.65,0,0,0
SJ Myburgh,"it20s,odis",579,613,21,32.17,94.45,64,18,0,12,1.0,12.0,0,0,0
AJ Doolan,"bbl,tests",578,807,30,20.64,71.62,67,5,0,0,0.0,0.0,0,0,0
SI Kamea,odis,18,55,14,2.57,32.73,2,0,28,730,149.7,4.88,0,0,0
M Louis,"cpl,tests",575,1043,30,19.83,55.13,54,19,0,0,0.0,0.0,0,0,0
Tanzim Hasan Sakib,"tests,odis",175,239,10,25.0,73.22,11,7,20,620,109.8,5.64,0,0,0
GP Thorpe,"tests,odis",574,1220,16,44.15,47.05,69,1,0,0,0.0,0.0,0,0,0
MAA Sanjeewani,odis,574,924,41,16.4,62.12,42,2,0,0,0.0,0.0,0,0,0
N Pokana,odis,54,122,11,10.8,44.26,3,1,26,534,132.5,4.03,0,0,0
P Marange,"it20s,odis",271,293,21,18.07,92.49,28,2,15,461,123.0,3.75,0,0,0
Jahurul Islam,"tests,odis",571,1215,25,24.83,47.0,59,6,0,0,0.0,0.0,0,0,0
KADA Kanchana,odis,229,406,22,13.47,56.4,18,1,17,572,105.5,5.42,0,0,0
RWT Key,"ntb,tests,odis",568,745,25,23.67,76.24,58,12,0,0,0.0,0.0,0,0,0
K Fraser,odis,228,295,11,28.5,77.29,20,3,17,322,85.2,3.78,0,0,0
Nikhil Chaudhary,bbl,386,287,15,24.12,134.49,37,10,9,301,40.0,7.53,0,0,0
Aizaz Khan,"it20s,odis",186,262,17,14.31,70.99,12,6,19,677,110.3,6.14,0,0,0
Azmatullah Omarzai,"ipl,psl",125,88,12,12.5,142.05,11,6,22,688,71.3,9.64,0,0,0
Ashfaq Ahmed,"it20s,odis",485,502,21,24.25,96.61,51,18,4,182,35.2,5.18,0,0,0
Muhammad Musa,"psl,tests,odis",84,71,10,42.0,118.31,11,3,24,834,102.8,8.11,0,0,0
A Bosch,"tests,odis",484,736,31,17.29,65.76,67,4,4,235,48.0,4.9,0,0,0
I Khan (2),cpl,83,87,12,10.38,95.4,7,1,24,444,73.0,6.08,0,0,0
TM Dowlin,"tests,odis",563,1079,21,28.15,52.18,60,2,0,3,1.0,3.0,0,0,0
A Singh,ipl,2,9,5,0.5,22.22,0,0,28,621,78.8,7.88,0,0,0
CJ Simmons,bbl,501,351,20,25.05,142.74,43,30,3,88,14.0,6.29,0,0,0
